# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = earnings2_model
# start_datetime = 2023-07-16 16:10:04 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = earnings2.json
# init = 2 (Default)
# random
#   seed = 1721821291 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,sigma
-9221.39,0.954969,0.0295358,7,127,0,9226.53,-44.2368,7.75659e-05,-1.64847,4.06144,19.1433,-9.7322,15.3578,5.92975,0.0652953,23.2517,-2.19792,-26.0518,112.682
-9223.75,0.993693,0.0295358,7,127,0,9227.81,-51.6279,-2.92197e-05,2.51949,-8.62817,18.1738,4.32692,17.0004,2.27941,0.840801,2.32843,24.3527,-29.3187,114.708
-9224.79,0.816415,0.0295358,7,127,0,9228.96,-45.093,0.000160615,1.20057,9.74549,10.0003,-18.1133,17.3611,5.38684,0.122906,3.50875,29.1627,5.35409,112.12
-9221.44,0.992158,0.0295358,7,255,0,9230.19,-48.9572,8.11382e-05,0.831897,-15.8479,24.0754,-2.45791,17.7804,3.8591,0.366001,-3.16141,3.63792,-56.457,114.456
-9219.88,0.985509,0.0295358,7,127,0,9226.9,-31.3982,9.02441e-05,1.29015,-4.59404,15.9003,-2.86926,14.7789,3.05523,0.422035,-13.3988,-1.9391,-31.4929,114.675
-9222.01,0.942267,0.0295358,7,255,0,9226.85,-39.097,-0.000132732,4.91064,-21.8982,20.2244,-9.27587,16.6683,5.33175,-0.0796881,4.96498,-22.4689,-30.0133,112.187
-9225.31,0.925014,0.0295358,7,127,0,9230.46,-25.6025,-0.000154761,-0.28682,-9.84977,17.8964,-14.2532,11.3542,0.847803,1.26929,16.302,-16.4945,-2.35068,114.386
-9227.18,0.997277,0.0295358,7,127,0,9231.77,-20.6648,0.000161558,6.49773,-22.7131,23.0872,-21.6869,12.3312,2.7068,0.576132,31.27,-17.6044,-0.791153,112.907
-9227.37,0.914684,0.0295358,7,127,0,9236.33,-24.6352,-0.000196653,-10.0373,-5.71539,14.6713,1.52482,17.7983,2.5567,0.215261,-9.03214,-11.2297,-59.838,111.74
-9226.41,0.994642,0.0295358,7,127,0,9235.3,-36.7591,8.64225e-05,13.376,5.43611,12.9757,-25.7816,12.2384,5.42943,0.277375,19.1346,-4.12576,6.26935,113.81
-9225.29,0.996081,0.0295358,7,127,0,9232.05,-26.6678,0.00012027,-7.87083,-32.7113,11.7318,-0.103452,19.0179,3.19118,0.094017,21.9338,-21.0222,-31.2916,112.046
-9219.86,0.990845,0.0295358,7,127,0,9228.09,-27.4291,0.000128085,0.142942,-21.2778,13.4028,-5.5353,14.1306,3.14493,0.466671,4.64948,-12.4926,-5.91972,112.751
-9218.85,0.927069,0.0295358,7,255,0,9222.76,-25.992,2.25276e-05,3.58524,-17.69,7.08786,-13.5976,14.4848,3.67378,0.317531,2.51622,-7.47027,-15.6705,112.397
-9221.94,0.961214,0.0295358,7,127,0,9224.42,-35.7393,-5.44319e-05,-6.87082,-16.3957,18.1985,-7.20674,19.4643,2.24396,0.456374,1.25961,-0.0281634,-51.2134,111.808
-9226.42,0.789497,0.0295358,7,127,0,9231.06,-19.7149,0.000193972,-3.54725,-30.6139,14.3948,-12.3807,11.7899,3.56954,0.475349,-12.9533,19.8712,-52.4891,114.925
-9229.84,0.828741,0.0295358,8,255,0,9237.7,-69.3889,0.000259458,9.23239,16.8169,13.0784,2.8315,17.2163,3.83574,1.01783,20.2991,1.26281,-12.4049,112.369
-9225.4,0.999666,0.0295358,7,127,0,9233.81,-47.272,0.000165548,-0.207475,30.4726,3.54083,-8.94466,17.9775,4.33527,0.413039,16.6139,7.62992,-10.3864,114.197
-9228.82,0.966602,0.0295358,7,255,0,9238.34,-48.1541,0.000104985,6.98804,-21.3122,22.0725,2.63811,21.8816,5.71734,-0.517982,-5.29603,-22.9895,-56.6149,113.969
-9229.78,0.929387,0.0295358,7,127,0,9234.97,-49.6568,9.10524e-05,13.3046,-22.8505,22.0864,2.43363,17.801,6.62756,-0.504042,-12.5213,-22.4966,-47.4658,116.09
-9228.59,0.92069,0.0295358,7,127,0,9237.06,-15.0098,-6.02663e-05,-9.15995,-25.5587,8.26746,-18.0859,13.9639,2.15771,0.629381,43.1048,-17.9047,-17.8491,110.605
-9225.18,0.914751,0.0295358,7,255,0,9239.4,-51.2202,7.01906e-05,12.5672,3.81377,17.8467,-9.95849,14.4838,2.18864,1.28982,4.523,17.7017,-28.7132,113.933
-9222.36,0.762638,0.0295358,7,127,0,9229.63,-49.2055,-1.77318e-05,6.63561,-3.24283,11.3425,-7.47188,18.0051,2.19555,0.819576,19.5076,16.0853,-18.1155,111.311
-9223.08,0.833286,0.0295358,7,127,0,9227.62,-44.9684,7.92978e-05,-2.72944,-10.0277,10.9983,-11.8413,18.3879,2.92068,0.7553,2.18609,27.1695,-29.1244,116.679
-9225.5,0.889446,0.0295358,7,127,0,9230.29,-37.4717,-1.61024e-05,4.58075,-14.0753,19.5647,1.19479,15.4581,5.90862,-0.537841,-7.742,14.2,-49.5367,109.565
-9221.56,0.974439,0.0295358,7,127,0,9231.67,-38.2926,3.47831e-05,-12.4172,-9.52967,21.3759,-2.48602,15.8078,2.56054,0.735668,-3.74445,3.02935,-29.5757,113.518
-9219.81,0.908713,0.0295358,7,127,0,9225.11,-41.9469,-1.3516e-05,9.66577,-4.49329,13.4747,-13.2112,14.7619,3.66347,0.612219,20.5716,-10.223,-13.8046,112.397
-9220.2,0.997875,0.0295358,7,255,0,9225.53,-38.0941,1.65588e-05,3.20205,-15.4235,15.1133,-2.50146,15.8993,3.86767,0.30207,-6.43661,1.47064,-18.9162,109.222
-9221.75,0.554521,0.0295358,7,127,0,9228.35,-30.002,-5.08015e-05,-5.2003,-18.7692,8.09574,-16.2791,18.2649,2.13768,0.67907,13.0628,-0.949664,4.08528,113.346
-9223.13,0.93215,0.0295358,7,255,0,9229.51,-40.9073,-1.2466e-05,7.83018,-3.29784,14.1407,-5.33303,16.1094,3.99911,0.32277,14.5188,-35.4239,-81.3249,113.749
-9222.47,0.994995,0.0295358,7,255,0,9229.36,-47.1368,-1.56789e-05,-0.579683,10.467,6.60042,-16.9283,15.0496,3.69117,0.917739,26.5469,-1.80965,-51.6505,114.005
-9220.65,0.99121,0.0295358,7,127,0,9226.57,-45.4779,2.46024e-05,1.75241,15.7033,4.52858,-13.0899,15.5594,4.63766,0.516031,13.7749,-9.06887,-43.9754,112.885
-9226.44,0.94276,0.0295358,7,255,0,9230.37,-65.891,7.11025e-05,3.91994,34.68,11.9434,-7.70258,20.1146,4.06707,0.742346,17.065,-12.6949,21.68,115.879
-9225.49,0.964558,0.0295358,7,127,0,9232.54,-66.0315,-0.00012878,8.23671,23.2706,16.3614,-1.2993,18.5991,3.54074,0.85658,-9.80661,-9.82949,20.2426,113.564
-9224.32,0.998669,0.0295358,7,127,0,9230.82,-38.4044,0.000137895,-2.17439,-26.5081,12.8474,-5.01828,18.6289,3.40039,0.172016,24.1257,-6.23388,22.6677,111.606
-9220,0.996098,0.0295358,7,127,0,9228.58,-30.4459,4.95854e-05,3.18967,-12.1024,21.1949,-15.0544,12.0027,4.53217,0.205214,1.1021,-10.5701,-11.4588,111.6
-9219.94,0.994742,0.0295358,7,255,0,9225.26,-31.1936,2.8491e-05,8.51423,-6.95712,20.9474,-12.2666,13.4798,4.19693,0.248945,2.75865,-15.9464,-4.98992,113.332
-9222.34,0.831497,0.0295358,7,127,0,9226.3,-44.9555,0.000112048,5.95664,-17.2361,6.69287,-10.5245,19.7477,4.76841,0.0561333,-20.6365,-17.8245,-0.887249,113.369
-9222.19,0.990592,0.0295358,7,255,0,9226.71,-44.4031,0.000104026,5.53738,-14.2689,5.77584,-11.8469,19.9228,3.88453,0.297676,-25.1401,-16.117,-8.97838,111.878
-9221.15,0.997751,0.0295358,7,127,0,9225.97,-30.4447,-4.59863e-05,-4.29584,-10.7141,3.48705,-4.39178,17.4424,3.1358,0.470256,-12.2193,-19.9835,-25.1285,111.564
-9222.23,0.998663,0.0295358,8,255,0,9226.59,-48.475,-4.95083e-05,-5.29082,-4.39355,18.3377,-1.64595,17.0561,6.72978,-0.368401,0.314635,4.95726,-28.112,111.247
-9222.77,0.999519,0.0295358,7,255,0,9227.5,-19.5296,-2.74621e-05,8.74738,-12.6195,6.22095,-15.3659,11.9121,1.85602,0.83308,-12.4494,-21.3726,-5.69472,114.608
-9222.7,0.997698,0.0295358,7,127,0,9229.79,-19.7278,-1.35413e-05,7.34461,-10.8064,10.999,-14.5574,8.84002,2.88399,0.788521,-7.05512,-16.1141,-12.4945,114.945
-9220.38,0.884337,0.0295358,7,127,0,9227.55,-15.8209,6.21997e-05,-1.9035,-16.2186,15.0606,-14.8733,15.1364,2.99479,0.224414,-5.28104,-18.0038,-27.1727,113.577
-9224.55,0.965971,0.0295358,7,127,0,9228.6,-17.4507,2.6168e-05,2.10567,-37.8947,23.9175,-15.7301,9.63481,3.15442,0.468816,-15.5423,3.05712,-12.0196,113.243
-9224.27,0.998898,0.0295358,7,127,0,9240.43,-46.6632,9.98378e-06,-2.82623,20.6486,2.30851,-9.3974,18.7907,6.52007,-0.184285,-4.7973,12.3266,-43.5666,114.054
-9226.84,0.921244,0.0295358,7,127,0,9232.25,-50.6169,-1.17921e-05,2.61299,26.6402,-1.72889,-12.4605,14.579,6.40984,0.25318,-13.0227,12.6145,-32.8235,114.989
-9226.34,0.864747,0.0295358,7,127,0,9233.38,-42.2634,4.61331e-05,0.381214,-35.4904,24.1122,0.811099,14.3978,2.53988,0.843248,24.8334,-3.40024,19.5646,111.825
-9226.83,0.878955,0.0295358,7,127,0,9230.85,-43.1107,9.49232e-05,-1.1505,-37.2441,24.3222,0.284558,14.8925,2.47136,0.818159,22.1115,-2.71639,17.1476,111.467
-9224.8,0.990477,0.0295358,7,127,0,9230.37,-38.4836,3.69387e-05,1.70856,11.7438,7.84316,-14.3574,11.6,6.45532,0.106065,-24.6256,-17.547,10.8945,114.627
-9223.35,0.902693,0.0295358,7,255,0,9230.85,-32.1546,0.000133594,-4.04184,-22.1626,10.5798,-10.5016,16.3005,1.86393,0.933304,14.7372,-40.0089,-42.1466,112.899
-9227.99,0.881288,0.0295358,7,255,0,9235.08,-15.4396,0.000193711,1.98942,-13.9816,-3.86998,-27.5921,15.9814,2.94456,0.468435,7.78461,-13.7329,-55.7463,114.8
-9226.4,0.96485,0.0295358,7,127,0,9233.47,-32.9097,-0.000144363,2.32872,-9.81094,-6.56207,-23.7443,20.0854,3.7453,0.40368,6.72659,-19.1484,-50.6962,114.528
-9225.08,0.966902,0.0295358,7,127,0,9229.11,-33.8954,0.000169092,7.20031,-15.544,-2.41291,-17.9449,17.6879,3.65463,0.500914,11.8167,-22.5166,-49.4015,114.44
-9220.52,0.964453,0.0295358,7,127,0,9226.89,-20.9196,0.000140842,2.36277,-8.73751,8.23669,-12.4181,14.3885,3.63799,0.216958,-4.27722,-21.8669,-39.7593,112.897
-9220.69,0.999862,0.0295358,7,255,0,9226.06,-29.9974,0.000141629,-3.48785,3.61792,13.6434,-14.1413,14.0999,4.49103,0.191512,-2.22312,-24.4008,0.651,114.005
-9222.71,0.999906,0.0295358,7,127,0,9225.64,-30.0821,9.92699e-06,-1.45464,-3.90425,1.78958,-5.26892,12.9979,3.92769,0.529447,-12.0308,-21.8378,20.8047,113.566
-9223.71,0.98732,0.0295358,7,127,0,9229.04,-30.8002,4.89113e-07,1.54719,-14.3742,21.2186,-22.2504,14.2963,2.13301,1.02693,-1.31845,-17.6745,0.841769,113.085
-9221.62,0.823482,0.0295358,7,127,0,9230.22,-38.0176,-8.00327e-05,3.67543,7.36555,11.5818,-5.63094,17.0878,2.65735,0.681411,-28.5181,-8.99687,-7.37746,113.482
-9223.24,0.992349,0.0295358,7,255,0,9229.16,-33.7082,-1.56469e-05,-2.22125,-17.6338,10.8091,-12.3139,18.2798,4.09224,-0.0282792,15.6149,6.06029,-81.6529,112.009
-9223.24,0.964502,0.0295358,8,255,0,9228.25,-51.1947,7.36338e-05,-3.49431,3.01879,18.3274,-5.70118,16.739,4.22268,0.496236,-17.6346,22.4212,39.606,112.87
-9229.4,0.921727,0.0295358,8,255,0,9237.76,-58.0826,8.77948e-05,4.47079,-6.51602,28.2863,-1.01612,14.706,3.38542,0.99066,-8.13435,4.62423,44.7202,118.125
-9227.92,0.770729,0.0295358,8,255,0,9243.56,-19.0688,0.000140664,-4.81789,-11.6148,2.28639,-18.468,17.8792,4.96893,-0.175566,-6.83737,-49.0587,-47.7494,114.928
-9229,0.990248,0.0295358,7,127,0,9237.57,-17.523,-0.000105921,-11.6491,-12.9246,10.6145,-19.3654,12.6267,3.99949,0.36691,0.977592,-55.9423,-80.0615,112.477
-9227.03,0.997482,0.0295358,6,63,0,9229.9,-16.3764,0.000129963,-9.20108,-9.177,9.98882,-19.8089,13.3755,3.47827,0.426369,-2.62351,-52.233,-75.238,112.926
-9221.07,0.984925,0.0295358,7,255,0,9230.44,-41.7865,-0.000128949,8.31281,-13.3564,18.1439,0.578914,15.0944,4.21337,0.18157,2.34644,-11.334,-13.6663,113.352
-9222.48,0.922879,0.0295358,7,127,0,9226.26,-40.3921,0.000162078,2.39351,10.5251,20.4786,-9.95367,14.7951,5.12188,0.111844,1.93865,-1.77521,22.2698,112.06
-9221.48,0.998514,0.0295358,7,255,0,9227.37,-42.8719,-0.000125707,1.24041,6.32219,16.9718,-10.5954,13.1384,5.58769,0.186359,-5.72958,-4.42301,12.3653,110.959
-9221.64,0.831445,0.0295358,7,255,0,9227.5,-37.6994,0.000146146,-0.0517827,16.3894,14.5125,-8.15019,15.2402,3.94858,0.436581,-5.6102,-12.2598,-13.4521,111.032
-9220.25,0.995699,0.0295358,7,255,0,9226.05,-39.1541,0.000170016,-1.3549,-11.454,10.8894,-8.01905,17.1102,3.99586,0.337078,15.6262,-21.6906,-22.6584,113.903
-9220.73,0.969525,0.0295358,7,127,0,9225.23,-50.6658,1.94117e-05,4.30901,-0.677816,6.3779,-10.247,18.3688,3.12969,0.830902,24.6418,-10.9918,-48.9934,111.82
-9224.89,0.821532,0.0295358,7,191,0,9228.85,-54.0705,0.000154369,8.02063,-2.10976,3.09692,-12.5347,16.8589,3.93279,0.847024,12.6365,-12.7805,-23.2185,110.542
-9222.59,0.919695,0.0295358,8,255,0,9234.12,-24.4125,0.00014981,-4.58473,-14.4792,21.7997,-7.35143,13.3071,4.19833,0.0874303,-19.3815,6.83392,-49.7627,115.683
-9228.35,0.990221,0.0295358,7,127,0,9232.99,-9.06429,-0.000117698,-11.8215,-22.8061,9.74044,-6.57511,10.877,3.78622,0.0373308,-40.9897,-4.48351,-30.0531,112.184
-9229.57,0.959971,0.0295358,7,127,0,9238.57,-21.3792,6.58833e-05,-5.1063,-27.2777,6.52438,-15.0168,10.3967,4.76363,0.0791013,-32.9695,-3.5919,-27.83,114.17
-9225.09,0.988329,0.0295358,7,223,0,9232.73,-6.83329,-6.63777e-05,-8.85047,-7.35408,8.24583,-18.0935,14.6901,3.42074,0.135452,-24.123,-3.10683,-29.1974,112.271
-9224.93,0.993386,0.0295358,8,255,0,9229.28,-25.5091,1.06805e-05,-3.24486,0.918531,5.67232,-22.3532,12.3555,4.64406,0.205135,-28.8405,4.75544,-41.5459,112.663
-9227.12,0.97752,0.0295358,7,127,0,9233.17,-15.3262,4.50947e-05,4.87073,-31.654,8.20115,-12.312,14.8471,3.06763,-0.0963591,-30.0703,5.8729,-26.4776,112.119
-9223.3,0.999966,0.0295358,7,127,0,9235.64,-35.1717,3.18932e-05,-5.56278,-7.43028,3.05462,-19.5525,14.3706,3.50468,0.804487,-1.07595,-6.21851,-44.386,110.518
-9221.64,0.986481,0.0295358,8,255,0,9229.75,-52.2349,-1.8122e-05,7.14959,-6.74925,25.5571,-6.93834,16.7958,5.21253,0.0289585,2.75883,12.0063,-25.8006,114.248
-9226.57,0.724799,0.0295358,7,127,0,9232.64,-45.0062,-9.18568e-06,4.19533,11.7136,-5.90123,-8.07731,19.0299,2.76704,0.878385,0.987227,7.39152,-88.4015,113.858
-9226.44,0.883567,0.0295358,7,127,0,9234.03,-49.4951,-4.15415e-05,7.83974,10.9675,7.20635,-16.3883,20.688,2.68619,0.824358,-3.5957,1.89444,-96.7099,115.877
-9230.04,0.912875,0.0295358,7,127,0,9234.05,-59.9769,5.82716e-05,9.39361,26.0206,2.82202,-15.8318,18.6427,2.25947,1.27534,-1.17636,2.13328,-96.8864,115.279
-9226.02,0.936835,0.0295358,7,127,0,9234.27,-54.455,-0.000111461,9.61107,9.69367,0.231422,-14.3517,21.0043,2.43065,0.951279,17.7379,0.412126,-78.8063,111.55
-9220.74,0.998698,0.0295358,7,127,0,9227.99,-34.1652,1.0452e-05,-7.39676,-0.219733,18.3939,-5.16333,15.9563,4.02033,0.197347,-8.82644,15.8198,-4.00191,114.73
-9220.86,0.999062,0.0295358,8,255,0,9224.48,-33.7947,2.94952e-05,-9.15053,-6.48437,5.48579,-10.5233,16.9285,3.88178,0.395381,10.6584,-22.7296,-7.2571,110.429
-9221.31,0.99921,0.0295358,7,127,0,9227.54,-38.9231,1.10731e-05,4.75686,-9.67697,10.9957,2.01402,15.8521,4.85415,0.0258321,19.3057,-17.8228,-39.1419,113.958
-9223.47,0.681607,0.0295358,7,127,0,9229.94,-31.4906,-6.29994e-05,2.3662,-5.43058,15.2238,3.9927,10.9186,4.8362,0.0578307,13.4823,-15.8569,-37.6915,114.322
-9220.51,0.962658,0.0295358,7,127,0,9229.01,-39.2231,4.37364e-05,-2.3123,-9.45474,12.6933,-15.9112,18.3973,4.96392,-0.080987,-10.592,-10.2177,-10.4234,112.237
-9223.09,0.943769,0.0295358,7,191,0,9226.73,-49.351,1.08401e-05,-7.32178,-4.74126,10.8634,-13.852,16.1331,5.44303,0.277919,-4.8512,-5.76126,-33.7997,112.153
-9224.96,0.820686,0.0295358,7,127,0,9229.52,-27.3555,-3.72848e-05,13.0936,6.33363,10.3327,-11.4076,14.9333,3.57556,0.156825,2.59453,10.656,-59.999,114.975
-9222.55,0.926546,0.0295358,7,255,0,9229.64,-31.6871,8.05435e-05,7.26938,2.05779,2.21802,-12.2553,15.7212,2.86303,0.575705,9.10976,11.5272,-52.3863,113.227
-9223.81,0.985848,0.0295358,7,255,0,9231.23,-46.0643,5.45456e-05,-3.2056,-17.3945,19.2826,-10.0636,21.1606,3.25361,0.48235,22.2506,-7.54659,20.8129,111.45
-9221.76,0.999613,0.0295358,7,127,0,9227.82,-37.3166,-2.44927e-05,4.10802,21.312,8.89066,-9.29045,15.0138,4.82241,0.16445,-10.3847,-1.00093,-42.5968,114.644
-9222.6,0.955883,0.0295358,8,319,0,9234.25,-28.5343,-6.48e-05,-1.31914,-27.4512,16.3086,-5.8741,18.0344,1.73072,0.550799,11.9073,-11.2772,7.33152,110.733
-9222.19,0.999323,0.0295358,7,255,0,9228.4,-57.829,-8.10715e-05,7.74067,7.46335,16.4172,-3.85176,18.7844,5.16138,0.173348,-5.34972,2.69337,-16.064,116.534
-9222.65,0.871468,0.0295358,7,127,0,9227.66,-33.4955,0.0001099,-5.97785,-26.4182,10.1568,-7.8072,16.5254,2.7493,0.759443,3.99444,1.93175,-26.8918,111.517
-9223.65,0.999759,0.0295358,7,127,0,9227.92,-30.6842,-5.91998e-05,-8.44096,-26.3557,10.3989,-9.20732,16.2974,1.82873,0.786113,1.06238,8.30331,-27.9153,111.792
-9223.26,0.920154,0.0295358,7,191,0,9229.52,-45.0876,-0.000148246,5.86647,9.25221,14.47,-5.02976,13.4054,6.40153,0.0164175,-2.32809,-12.381,-36.5197,114.316
-9224.53,0.926989,0.0295358,8,255,0,9227.8,-51.9246,0.000175065,-1.50201,11.8323,14.3987,-2.67592,16.8815,5.95157,0.149934,-0.0239082,-14.958,-51.8914,114.167
-9230.35,0.886407,0.0295358,6,127,0,9235.72,-42.8802,0.000230883,2.00038,15.6309,14.7005,-8.31509,19.6731,3.16288,0.173743,20.7865,-12.9085,-47.8714,112.146
-9233.66,0.999263,0.0295358,6,63,0,9238.61,-53.8107,0.000107614,-9.28391,9.62567,0.788209,-16.853,16.5245,3.31636,1.11406,-9.58951,-23.3671,-84.5755,111.419
-9225.75,0.999686,0.0295358,7,127,0,9237.65,-44.1217,6.43826e-05,-10.0095,10.1483,9.32336,-6.50415,22.2459,1.67547,0.883164,-10.2466,-18.8838,-61.9985,111.518
-9227.13,0.994091,0.0295358,7,127,0,9235,-48.0888,-1.90517e-06,-8.25432,9.88353,9.51911,0.160928,15.4613,4.41762,0.659048,7.78191,-13.8391,-66.1603,119.108
-9223.94,0.799344,0.0295358,6,127,0,9239.3,-45.9974,-2.86858e-05,-2.36965,3.57919,11.6615,-6.48456,14.817,3.2199,0.83191,21.373,-9.77118,-97.518,111.816
-9225.16,0.999688,0.0295358,8,255,0,9231.2,-25.7653,-3.83287e-05,8.76141,-14.724,11.6902,-7.32054,14.6772,3.80963,0.197965,-12.3591,-16.3659,72.5472,114.27
-9218.88,0.999839,0.0295358,7,127,0,9228.47,-35.273,1.93963e-05,-0.998827,-7.49375,12.2956,-4.76437,15.29,3.34884,0.580264,0.992765,-14.3521,6.27333,112.248
-9222.81,0.777849,0.0295358,7,255,0,9227.86,-52.8817,-3.04874e-05,-0.986853,20.7464,11.5103,-14.4686,18.3723,4.77448,0.491217,-5.39155,6.67462,-25.5488,116.331
-9222.84,0.932837,0.0295358,7,127,0,9227.17,-42.9341,8.179e-05,-1.28264,19.1117,16.7157,-16.3887,16.4775,4.06021,0.465034,6.1152,5.39453,-27.73,116.218
-9222.9,0.988708,0.0295358,7,127,0,9226.24,-42.4577,0.000115992,2.90434,-18.8151,8.9109,1.26929,17.3869,5.69518,-0.241825,-0.892443,-6.08616,7.23963,111.214
-9224.41,0.947819,0.0295358,7,127,0,9229.84,-39.2738,8.87827e-05,1.46425,-3.78506,12.1872,3.80293,18.473,5.95445,-0.506876,-13.9527,-8.50905,4.46289,110.871
-9224.63,0.797593,0.0295358,8,255,0,9231.28,-51.2406,-7.47937e-05,0.342519,-19.4903,6.44172,-5.68159,21.3169,1.2158,1.19895,0.113836,-14.7882,-32.6233,111.196
-9224.83,0.996825,0.0295358,6,63,0,9230.59,-30.7876,-5.54302e-05,4.17161,-4.57336,11.8774,-3.34817,18.9112,0.867713,0.662481,12.959,-18.0046,-35.0413,113.491
-9221.37,0.972097,0.0295358,7,255,0,9231.85,-35.6171,6.75855e-05,2.14559,11.1029,7.5788,-11.3861,16.3002,2.5148,0.810574,16.4145,-8.43105,-45.7898,113.941
-9231.24,0.685227,0.0295358,7,127,0,9238.21,-33.1884,-0.000159874,7.52345,-15.3076,-11.4115,-20.5265,17.8338,4.17711,0.238399,19.2529,-21.2085,-79.6424,111.552
-9224.19,0.977222,0.0295358,7,127,0,9235.83,-49.4693,-0.000123993,-6.37911,14.8631,23.8606,-5.47186,14.1306,4.937,0.599303,14.4486,-11.0326,-31.2132,114.714
-9224.13,0.924074,0.0295358,7,255,0,9231.77,-39.4724,2.07054e-05,5.93152,6.00829,15.9026,-5.44408,16.715,4.71938,-0.0475252,-22.1327,-20.9482,-39.57,117.563
-9222.27,0.999903,0.0295358,7,127,0,9231.53,-27.4028,-2.06077e-05,-1.56546,-21.8336,14.8753,-20.805,17.4377,4.82016,-0.11466,-13.3226,-8.80301,-7.34538,115.871
-9229.76,0.587566,0.0295358,7,127,0,9235.97,-45.8291,0.000269439,8.91135,11.2948,17.3693,-0.713529,13.2553,3.51615,0.661043,24.0657,4.16698,-67.6984,109.848
-9223.81,0.995853,0.0295358,7,127,0,9236.4,-50.5059,0.000137814,6.42049,-0.943549,13.4307,-13.0154,20.7829,4.18645,0.152887,6.94713,-8.34391,-15.698,117.31
-9224.58,0.974943,0.0295358,7,127,0,9229.96,-30.3056,0.000142907,0.382229,-23.2738,11.8372,-2.50182,16.8742,4.25937,0.0502172,-4.52871,-7.85988,6.03634,108.347
-9225.07,0.998693,0.0295358,7,127,0,9229.38,-42.7224,4.79738e-05,1.76189,-5.76003,13.8831,-16.2316,14.7365,3.97614,0.536361,-14.7893,-9.40619,3.5079,119.03
-9224.05,0.845563,0.0295358,7,127,0,9231.29,-37.1689,4.0948e-06,1.57588,-13.6962,13.6243,-0.101605,16.3514,1.97575,0.777606,7.13674,14.7407,-36.2437,108.512
-9223.87,0.99899,0.0295358,7,127,0,9233.53,-33.7894,-1.36668e-05,-2.13551,3.37818,24.8163,-11.6767,18.5806,2.42444,0.419019,-6.94176,-10.3573,10.1094,114.233
-9227.88,0.868296,0.0295358,7,127,0,9232.99,-42.0851,-0.00010394,-4.34967,-31.5391,4.21947,-11.1755,16.731,4.9964,0.329538,32.3087,-22.829,-4.57953,112.703
-9222.64,0.974125,0.0295358,7,255,0,9230.92,-34.4976,3.33801e-05,-5.7299,-19.6917,3.52557,-13.2287,19.2333,4.48806,0.109158,27.9958,-13.9815,-5.28521,113.602
-9227.99,0.970551,0.0295358,7,127,0,9231.67,-50.4372,-8.00793e-05,10.4939,22.4736,16.1065,-8.2223,16.4001,1.3298,1.3578,-22.5735,8.49089,-14.3373,110.605
-9227.31,0.946479,0.0295358,7,255,0,9237.94,-54.1841,-5.37608e-05,6.72051,25.955,13.8554,-9.47419,16.4295,1.69655,1.29264,-17.8809,14.2065,4.22301,110.173
-9225.76,0.867654,0.0295358,7,255,0,9235.2,-30.6212,-9.79253e-05,-7.02233,-26.1926,8.11336,-12.5157,18.0629,5.8713,-0.383653,7.97923,-27.0672,-61.9025,116.623
-9225.06,0.997941,0.0295358,8,255,0,9234.69,-44.7005,3.07023e-05,7.54811,5.44904,20.2439,-12.9592,18.1245,1.80592,0.844905,-9.86194,-16.2592,32.4072,110.24
-9230.84,0.980744,0.0295358,7,255,0,9240.43,-73.557,6.5408e-05,6.66131,2.73088,-6.97904,4.5688,25.4858,3.05361,0.759698,3.70246,-2.24381,-9.86325,113.929
-9225.53,0.863708,0.0295358,7,127,0,9236.08,-28.2475,0.000147246,-4.10226,0.614373,26.6443,-18.3778,10.7681,4.34362,0.38217,9.19771,-19.9172,-59.8146,113.195
-9219.94,0.988005,0.0295358,7,255,0,9230.2,-28.402,-1.08877e-05,-3.87434,-17.4154,17.9326,-3.47157,14.7612,2.94652,0.455598,12.8861,-0.0856472,-22.7044,111.551
-9219.63,0.873154,0.0295358,7,127,0,9222.87,-45.4319,4.45122e-05,-0.0838152,7.60283,11.875,-14.8613,17.3703,4.45383,0.344242,-2.11622,-9.39019,12.8984,113.602
-9221.41,0.764692,0.0295358,7,127,0,9227.91,-43.0995,3.96048e-05,-3.20968,-16.8258,17.1895,-2.18388,14.64,4.59849,0.372599,20.2647,-21.4396,0.1674,114.899
